Host.Species,Lake,Year,Julian.Day,Julian,Date,Date2,Total,Uninfected.Adult,Uninfected.Juv,Uninfected.Males,Uninfected.Ephip,pasteuria.inf,metsch.inf,spiro.inf,brood.inf,larssonia.inf,spider.inf,gurleya.inf,caullerya.inf,micG.inf,coke.inf,pasteuria.prev,metsch.prev,spiro.prev,brood.prev,larssonia.prev,spider.prev,gurleya.prev,caullerya.prev,micG.prev,coke.prev,Host.Density,Total.Density,Dentifera.density,Pulicaria.density,Retrocurva.density,Ceriodaphnia.density,Dubia.density,Parvula.density,Ambigua.density,Mendotae.density
dentifera,Gosling,2014,2014261,261,18-Sep-14,9/18/2014,573,280,275,0,0,13,0,0,4,0,0,0,NA,NA,NA,0.022687609,0,0,0.006980803,0,0,0,NA,NA,NA,269182.2,446343.6,269182.2,0,0,150501.2,0,26373.5,286.7,0
dentifera,Gosling,2014,2014276,276,3-Oct-14,10/3/2014,329,94,200,31,0,2,0,1,1,0,0,0,NA,NA,NA,0.006079027,0,0.003039514,0.003039514,0,0,0,NA,NA,NA,327232.7,404633.3,327232.7,0,0,69947.2,0,7453.4,0,0
dentifera,Gosling,2014,2014290,290,17-Oct-14,10/17/2014,242,77,105,42,11,1,0,0,6,0,0,0,NA,NA,NA,0.004132231,0,0,0.024793388,0,0,0,NA,NA,NA,46870.4,64070.6,46870.4,0,0,9890.1,0,7310.1,0,0
dentifera,Gosling,2014,2014304,304,31-Oct-14,10/31/2014,60,27,15,5,11,2,0,0,0,0,0,0,NA,NA,NA,0.033333333,0,0,0,0,0,0,NA,NA,NA,1505,3440,1505,0,0,1075,0,860,0,0
dentifera,Gosling,2014,2014318,318,14-Nov-14,11/14/2014,56,8,3,10,35,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,6880.1,13258.4,6880.1,0,0,573.3,0,5160,645,0
parvula,Gosling,2014,2014217,217,5-Aug-14,8/5/2014,215,135,79,0,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.004651163,0,0,0,NA,NA,NA,13181.4,85258.7,24960.6,0,0,47116.7,0,13181.4,0,0
parvula,Gosling,2014,2014233,233,21-Aug-14,8/21/2014,202,123,79,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,7151.6,75723.2,29868.6,0,0,38703,0,7151.6,0,0
parvula,Gosling,2014,2014247,247,4-Sep-14,9/4/2014,206,106,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,14620.1,158241.3,116961,0,0,26660.2,0,14620.1,0,0
parvula,Gosling,2014,2014261,261,18-Sep-14,9/18/2014,210,98,109,3,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,26373.5,446343.6,269182.2,0,0,150501.2,0,26373.5,286.7,0
parvula,Gosling,2014,2014276,276,3-Oct-14,10/3/2014,19,10,7,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7453.4,404633.3,327232.7,0,0,69947.2,0,7453.4,0,0
parvula,Gosling,2014,2014290,290,17-Oct-14,10/17/2014,178,121,39,7,2,0,0,0,9,0,0,0,NA,NA,NA,0,0,0,0.050561798,0,0,0,NA,NA,NA,7310.1,64070.6,46870.4,0,0,9890.1,0,7310.1,0,0
parvula,Gosling,2014,2014304,304,31-Oct-14,10/31/2014,23,11,11,0,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.043478261,0,0,0,NA,NA,NA,860,3440,1505,0,0,1075,0,860,0,0
parvula,Gosling,2014,2014318,318,14-Nov-14,11/14/2014,151,54,97,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,5160,13258.4,6880.1,0,0,573.3,0,5160,645,0
pulicaria,Gosling,2014,2014304,304,31-Oct-14,10/31/2014,2,0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3440,1505,0,0,1075,0,860,0,0
ambigua,LittleAppleton,2014,2014212,212,31-Jul-14,7/31/2014,5,3,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,207397.5,206976.8,0,0,420.7,0,0,0,0
ambigua,LittleAppleton,2014,2014225,225,13-Aug-14,8/13/2014,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280.5,258861.3,252410.7,0,0,5889.6,280.5,0,280.5,0
ambigua,LittleAppleton,2014,2014297,297,24-Oct-14,10/24/2014,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,165329,141350,0,0,18930.8,0,5048.2,0,0
ceriodaphnia,LittleAppleton,2014,2014199,199,18-Jul-14,7/18/2014,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50061.5,50061.5,0,0,0,0,0,0,0
ceriodaphnia,LittleAppleton,2014,2014212,212,31-Jul-14,7/31/2014,15,9,4,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420.7,207397.5,206976.8,0,0,420.7,0,0,0,0
ceriodaphnia,LittleAppleton,2014,2014225,225,13-Aug-14,8/13/2014,114,62,52,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,5889.6,258861.3,252410.7,0,0,5889.6,280.5,0,280.5,0
ceriodaphnia,LittleAppleton,2014,2014240,240,28-Aug-14,8/28/2014,244,190,53,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,0,0.004098361,0,0,0,0,NA,NA,NA,29167.5,254373.9,224645.5,0,0,29167.5,0,0,560.9,0
ceriodaphnia,LittleAppleton,2014,2014255,255,12-Sep-14,9/12/2014,215,87,127,0,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.004651163,0,0,0,NA,NA,NA,90867.9,486311.4,395022.8,420.7,0,90867.9,0,0,0,0
ceriodaphnia,LittleAppleton,2014,2014269,269,26-Sep-14,9/26/2014,225,100,125,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,14724,302892.9,287748.2,0,0,14724,420.7,0,0,0
ceriodaphnia,LittleAppleton,2014,2014280,280,7-Oct-14,10/7/2014,221,126,86,9,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,52725.8,538055.5,475794.2,0,1963.2,52725.8,0,7572.3,0,0
ceriodaphnia,LittleAppleton,2014,2014297,297,24-Oct-14,10/24/2014,228,121,82,0,25,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,18930.8,165329,141350,0,0,18930.8,0,5048.2,0,0
ceriodaphnia,LittleAppleton,2014,2014308,308,4-Nov-14,11/4/2014,213,92,38,83,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,20192.9,91709.3,67309.5,0,420.7,20192.9,0,3786.2,0,0
dentifera,LittleAppleton,2014,2014199,199,18-Jul-14,7/18/2014,486,94,389,0,0,1,0,0,2,0,0,0,NA,NA,NA,0.002057613,0,0,0.004115226,0,0,0,NA,NA,NA,50061.5,50061.5,50061.5,0,0,0,0,0,0,0
dentifera,LittleAppleton,2014,2014212,212,31-Jul-14,7/31/2014,745,197,544,0,0,0,0,3,1,0,0,0,NA,NA,NA,0,0,0.004026846,0.001342282,0,0,0,NA,NA,NA,206976.8,207397.5,206976.8,0,0,420.7,0,0,0,0
dentifera,LittleAppleton,2014,2014225,225,13-Aug-14,8/13/2014,242,78,162,0,0,0,0,0,2,0,0,0,NA,NA,NA,0,0,0,0.008264463,0,0,0,NA,NA,NA,252410.7,258861.3,252410.7,0,0,5889.6,280.5,0,280.5,0
dentifera,LittleAppleton,2014,2014240,240,28-Aug-14,8/28/2014,403,120,279,0,0,0,0,1,3,0,0,0,NA,NA,NA,0,0,0.00248139,0.007444169,0,0,0,NA,NA,NA,224645.5,254373.9,224645.5,0,0,29167.5,0,0,560.9,0
dentifera,LittleAppleton,2014,2014255,255,12-Sep-14,9/12/2014,739,187,536,0,0,1,0,1,12,0,0,0,NA,NA,NA,0.00135318,0,0.00135318,0.01623816,0,0,0,NA,NA,NA,395022.8,486311.4,395022.8,420.7,0,90867.9,0,0,0,0
dentifera,LittleAppleton,2014,2014269,269,26-Sep-14,9/26/2014,277,106,160,1,0,1,0,0,3,6,0,0,NA,NA,NA,0.003610108,0,0,0.010830325,0.02166065,0,0,NA,NA,NA,287748.2,302892.9,287748.2,0,0,14724,420.7,0,0,0
dentifera,LittleAppleton,2014,2014280,280,7-Oct-14,10/7/2014,631,150,426,53,0,0,0,0,2,0,0,0,NA,NA,NA,0,0,0,0.003169572,0,0,0,NA,NA,NA,475794.2,538055.5,475794.2,0,1963.2,52725.8,0,7572.3,0,0
dentifera,LittleAppleton,2014,2014297,297,24-Oct-14,10/24/2014,539,199,230,95,12,2,0,0,1,0,0,0,NA,NA,NA,0.003710575,0,0,0.001855288,0,0,0,NA,NA,NA,141350,165329,141350,0,0,18930.8,0,5048.2,0,0
dentifera,LittleAppleton,2014,2014308,308,4-Nov-14,11/4/2014,267,80,68,24,95,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,67309.5,91709.3,67309.5,0,420.7,20192.9,0,3786.2,0,0
parvula,LittleAppleton,2014,2014212,212,31-Jul-14,7/31/2014,45,22,23,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,207397.5,206976.8,0,0,420.7,0,0,0,0
parvula,LittleAppleton,2014,2014240,240,28-Aug-14,8/28/2014,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,254373.9,224645.5,0,0,29167.5,0,0,560.9,0
parvula,LittleAppleton,2014,2014255,255,12-Sep-14,9/12/2014,11,8,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,486311.4,395022.8,420.7,0,90867.9,0,0,0,0
parvula,LittleAppleton,2014,2014269,269,26-Sep-14,9/26/2014,5,0,5,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,302892.9,287748.2,0,0,14724,420.7,0,0,0
parvula,LittleAppleton,2014,2014280,280,7-Oct-14,10/7/2014,20,13,7,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,7572.3,538055.5,475794.2,0,1963.2,52725.8,0,7572.3,0,0
parvula,LittleAppleton,2014,2014297,297,24-Oct-14,10/24/2014,26,5,21,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,5048.2,165329,141350,0,0,18930.8,0,5048.2,0,0
parvula,LittleAppleton,2014,2014308,308,4-Nov-14,11/4/2014,52,32,19,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,0,0.019230769,0,0,0,0,NA,NA,NA,3786.2,91709.3,67309.5,0,420.7,20192.9,0,3786.2,0,0
pulicaria,LittleAppleton,2014,2014212,212,31-Jul-14,7/31/2014,4,2,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,207397.5,206976.8,0,0,420.7,0,0,0,0
pulicaria,LittleAppleton,2014,2014255,255,12-Sep-14,9/12/2014,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420.7,486311.4,395022.8,420.7,0,90867.9,0,0,0,0
retrocurva,LittleAppleton,2014,2014297,297,24-Oct-14,10/24/2014,2,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,165329,141350,0,0,18930.8,0,5048.2,0,0
retrocurva,LittleAppleton,2014,2014308,308,4-Nov-14,11/4/2014,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420.7,91709.3,67309.5,0,420.7,20192.9,0,3786.2,0,0
ambigua,Mill,2014,2014210,210,29-Jul-14,7/29/2014,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,88904.6,13461.9,0,61840.6,3085,0,10517.1,0,0
ambigua,Mill,2014,2014220,220,8-Aug-14,8/8/2014,2,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,168273.8,26923.8,0,115267.6,1682.7,0,24399.7,0,0
ambigua,Mill,2014,2014279,279,6-Oct-14,10/6/2014,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,166871.5,32392.7,0,128308.8,6170,0,0,0,0
ceriodaphnia,Mill,2014,2014196,196,15-Jul-14,7/15/2014,282,132,144,0,0,1,0,0,5,0,0,0,NA,NA,NA,0.003546099,0,0,0.017730496,0,0,0,NA,NA,NA,50902.8,111902,15986,0,24399.7,50902.8,0,20613.5,0,0
ceriodaphnia,Mill,2014,2014210,210,29-Jul-14,7/29/2014,278,185,73,0,0,0,0,0,20,0,0,0,NA,NA,NA,0,0,0,0.071942446,0,0,0,NA,NA,NA,3085,88904.6,13461.9,0,61840.6,3085,0,10517.1,0,0
ceriodaphnia,Mill,2014,2014220,220,8-Aug-14,8/8/2014,16,5,9,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1682.7,168273.8,26923.8,0,115267.6,1682.7,0,24399.7,0,0
ceriodaphnia,Mill,2014,2014251,251,8-Sep-14,9/8/2014,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,74040.5,27344.5,0,46696,0,0,0,0,0
ceriodaphnia,Mill,2014,2014265,265,22-Sep-14,9/22/2014,20,8,12,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,841.4,92130,47537.4,0,43751.2,841.4,0,0,0,0
ceriodaphnia,Mill,2014,2014279,279,6-Oct-14,10/6/2014,118,44,72,0,2,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,6170,166871.5,32392.7,0,128308.8,6170,0,0,0,0
ceriodaphnia,Mill,2014,2014294,294,21-Oct-14,10/21/2014,62,17,18,0,27,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,2524.1,52164.9,20192.9,0,29447.9,2524.1,0,0,0,0
ceriodaphnia,Mill,2014,2014307,307,3-Nov-14,11/3/2014,12,0,0,1,11,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,64504.9,5609.1,0,58895.8,0,0,0,0,0
dentifera,Mill,2014,2014196,196,15-Jul-14,7/15/2014,207,59,147,0,0,1,0,0,0,0,0,0,NA,NA,NA,0.004830918,0,0,0,0,0,0,NA,NA,NA,15986,111902,15986,0,24399.7,50902.8,0,20613.5,0,0
dentifera,Mill,2014,2014210,210,29-Jul-14,7/29/2014,328,95,231,0,0,0,0,0,0,2,0,0,NA,NA,NA,0,0,0,0,0.006097561,0,0,NA,NA,NA,13461.9,88904.6,13461.9,0,61840.6,3085,0,10517.1,0,0
dentifera,Mill,2014,2014220,220,8-Aug-14,8/8/2014,216,77,134,2,0,1,0,0,0,0,0,0,NA,NA,NA,0.00462963,0,0,0,0,0,0,NA,NA,NA,26923.8,168273.8,26923.8,0,115267.6,1682.7,0,24399.7,0,0
dentifera,Mill,2014,2014238,238,26-Aug-14,8/26/2014,232,134,95,0,0,1,0,0,2,0,0,0,NA,NA,NA,0.004310345,0,0,0.00862069,0,0,0,NA,NA,NA,19351.5,41928.2,19351.5,0,20613.5,280.5,0,1682.7,0,0
dentifera,Mill,2014,2014251,251,8-Sep-14,9/8/2014,203,116,81,0,0,3,0,0,2,0,0,0,NA,NA,NA,0.014778325,0,0,0.009852217,0,0,0,NA,NA,NA,27344.5,74040.5,27344.5,0,46696,0,0,0,0,0
dentifera,Mill,2014,2014265,265,22-Sep-14,9/22/2014,319,139,167,2,0,5,3,0,3,0,0,0,NA,NA,NA,0.015673981,0.009404389,0,0.009404389,0,0,0,NA,NA,NA,47537.4,92130,47537.4,0,43751.2,841.4,0,0,0,0
dentifera,Mill,2014,2014279,279,6-Oct-14,10/6/2014,220,51,124,39,0,0,0,0,2,0,0,0,NA,NA,NA,0,0,0,0.009090909,0,0,0,NA,NA,NA,32392.7,166871.5,32392.7,0,128308.8,6170,0,0,0,0
dentifera,Mill,2014,2014294,294,21-Oct-14,10/21/2014,210,41,57,59,51,2,0,0,0,0,0,0,NA,NA,NA,0.00952381,0,0,0,0,0,0,NA,NA,NA,20192.9,52164.9,20192.9,0,29447.9,2524.1,0,0,0,0
dentifera,Mill,2014,2014307,307,3-Nov-14,11/3/2014,71,14,6,21,30,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,5609.1,64504.9,5609.1,0,58895.8,0,0,0,0,0
dubia,Mill,2014,2014220,220,8-Aug-14,8/8/2014,284,80,170,0,0,32,0,0,2,0,0,0,NA,NA,NA,0.112676056,0,0,0.007042254,0,0,0,NA,NA,NA,0,168273.8,26923.8,0,115267.6,1682.7,0,24399.7,0,0
parvula,Mill,2014,2014210,210,29-Jul-14,7/29/2014,223,86,120,0,0,13,0,0,3,0,0,1,NA,NA,NA,0.058295964,0,0,0.013452915,0,0,0.004484305,NA,NA,NA,10517.1,88904.6,13461.9,0,61840.6,3085,0,10517.1,0,0
parvula,Mill,2014,2014220,220,8-Aug-14,8/8/2014,2,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24399.7,168273.8,26923.8,0,115267.6,1682.7,0,24399.7,0,0
parvula,Mill,2014,2014238,238,26-Aug-14,8/26/2014,31,10,18,0,0,3,0,0,0,0,0,0,NA,NA,NA,0.096774194,0,0,0,0,0,0,NA,NA,NA,1682.7,41928.2,19351.5,0,20613.5,280.5,0,1682.7,0,0
parvula,Mill,2014,2014251,251,8-Sep-14,9/8/2014,7,1,5,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,74040.5,27344.5,0,46696,0,0,0,0,0
parvula,Mill,2014,2014265,265,22-Sep-14,9/22/2014,2,0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,92130,47537.4,0,43751.2,841.4,0,0,0,0
retrocurva,Mill,2014,2014196,196,15-Jul-14,7/15/2014,216,55,160,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0.00462963,NA,NA,NA,24399.7,111902,15986,0,24399.7,50902.8,0,20613.5,0,0
retrocurva,Mill,2014,2014210,210,29-Jul-14,7/29/2014,214,94,112,0,0,6,1,0,0,0,0,0,NA,NA,NA,0.028037383,0.004672897,0,0,0,0,0,NA,NA,NA,61840.6,88904.6,13461.9,0,61840.6,3085,0,10517.1,0,0
retrocurva,Mill,2014,2014220,220,8-Aug-14,8/8/2014,462,179,244,0,0,30,0,0,0,0,0,0,NA,NA,NA,0.064935065,0,0,0,0,0,0,NA,NA,NA,115267.6,168273.8,26923.8,0,115267.6,1682.7,0,24399.7,0,0
retrocurva,Mill,2014,2014238,238,26-Aug-14,8/26/2014,212,87,84,0,0,41,0,0,0,0,0,0,NA,NA,NA,0.193396226,0,0,0,0,0,0,NA,NA,NA,20613.5,41928.2,19351.5,0,20613.5,280.5,0,1682.7,0,0
retrocurva,Mill,2014,2014251,251,8-Sep-14,9/8/2014,216,91,89,0,0,36,1,0,0,0,0,0,NA,NA,NA,0.166666667,0.00462963,0,0,0,0,0,NA,NA,NA,46696,74040.5,27344.5,0,46696,0,0,0,0,0
retrocurva,Mill,2014,2014265,265,22-Sep-14,9/22/2014,382,194,143,0,0,45,1,0,0,0,0,0,NA,NA,NA,0.117801047,0.002617801,0,0,0,0,0,NA,NA,NA,43751.2,92130,47537.4,0,43751.2,841.4,0,0,0,0
retrocurva,Mill,2014,2014279,279,6-Oct-14,10/6/2014,469,117,351,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,128308.8,166871.5,32392.7,0,128308.8,6170,0,0,0,0
retrocurva,Mill,2014,2014294,294,21-Oct-14,10/21/2014,243,122,71,46,0,3,0,0,1,0,0,0,NA,NA,NA,0.012345679,0,0,0.004115226,0,0,0,NA,NA,NA,29447.9,52164.9,20192.9,0,29447.9,2524.1,0,0,0,0
retrocurva,Mill,2014,2014307,307,3-Nov-14,11/3/2014,433,131,213,47,39,1,0,0,2,0,0,0,NA,NA,NA,0.002309469,0,0,0.004618938,0,0,0,NA,NA,NA,58895.8,64504.9,5609.1,0,58895.8,0,0,0,0,0
ambigua,North,2014,2014205,205,24-Jul-14,7/24/2014,20,11,9,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,2866.7,122407.6,102340.8,4730,10750.1,1720,0,0,2866.7,0
ambigua,North,2014,2014216,216,4-Aug-14,8/4/2014,5,4,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,50023.7,36693.6,645,12255.1,215,0,0,215,0
ceriodaphnia,North,2014,2014205,205,24-Jul-14,7/24/2014,7,2,5,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1720,122407.6,102340.8,4730,10750.1,1720,0,0,2866.7,0
ceriodaphnia,North,2014,2014216,216,4-Aug-14,8/4/2014,5,3,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,50023.7,36693.6,645,12255.1,215,0,0,215,0
ceriodaphnia,North,2014,2014230,230,18-Aug-14,8/18/2014,3,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1146.7,101194.2,51313.8,0,48160.4,1146.7,0,573.3,0,0
ceriodaphnia,North,2014,2014245,245,2-Sep-14,9/2/2014,4,2,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4730,326372.6,76540.6,0,244672,4730,0,430,0,0
ceriodaphnia,North,2014,2014258,258,15-Sep-14,9/15/2014,62,38,22,0,1,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,3153.4,193214.9,36120.3,0,152221.2,3153.4,0,1720,0,0
ceriodaphnia,North,2014,2014272,272,29-Sep-14,9/29/2014,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2150,282512.3,73960.6,0,205971.7,2150,0,430,0,0
ceriodaphnia,North,2014,2014300,300,27-Oct-14,10/27/2014,7,0,1,0,1,0,0,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860,279072.2,113520.9,0,163831.3,860,0,860,0,0
dentifera,North,2014,2014205,205,24-Jul-14,7/24/2014,279,133,122,0,0,15,0,0,0,0,0,0,NA,NA,NA,0.053763441,0,0,0,0,0,0,NA,NA,NA,102340.8,122407.6,102340.8,4730,10750.1,1720,0,0,2866.7,0
dentifera,North,2014,2014216,216,4-Aug-14,8/4/2014,227,127,91,0,0,3,0,0,1,0,0,0,NA,NA,NA,0.013215859,0,0,0.004405286,0,0,0,NA,NA,NA,36693.6,50023.7,36693.6,645,12255.1,215,0,0,215,0
dentifera,North,2014,2014230,230,18-Aug-14,8/18/2014,205,87,109,0,0,9,0,0,0,0,0,0,NA,NA,NA,0.043902439,0,0,0,0,0,0,NA,NA,NA,51313.8,101194.2,51313.8,0,48160.4,1146.7,0,573.3,0,0
dentifera,North,2014,2014245,245,2-Sep-14,9/2/2014,212,100,88,0,0,0,0,10,14,0,0,0,NA,NA,NA,0,0,0.047169811,0.066037736,0,0,0,NA,NA,NA,76540.6,326372.6,76540.6,0,244672,4730,0,430,0,0
dentifera,North,2014,2014258,258,15-Sep-14,9/15/2014,234,58,163,1,0,5,0,0,5,0,0,0,NA,NA,NA,0.021367521,0,0,0.021367521,0,0,0,NA,NA,NA,36120.3,193214.9,36120.3,0,152221.2,3153.4,0,1720,0,0
dentifera,North,2014,2014272,272,29-Sep-14,9/29/2014,209,94,77,7,1,13,0,0,17,0,0,0,NA,NA,NA,0.062200957,0,0,0.081339713,0,0,0,NA,NA,NA,73960.6,282512.3,73960.6,0,205971.7,2150,0,430,0,0
dentifera,North,2014,2014287,287,14-Oct-14,10/14/2014,228,104,59,25,34,1,0,0,5,0,0,0,NA,NA,NA,0.004385965,0,0,0.021929825,0,0,0,NA,NA,NA,102340.8,181891.4,102340.8,0,78690.6,430,0,0,430,0
dentifera,North,2014,2014300,300,27-Oct-14,10/27/2014,311,44,45,88,127,6,0,0,1,0,0,0,NA,NA,NA,0.019292605,0,0,0.003215434,0,0,0,NA,NA,NA,113520.9,279072.2,113520.9,0,163831.3,860,0,860,0,0
dentifera,North,2014,2014315,315,11-Nov-14,11/11/2014,2,0,0,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7740.1,171571.4,7740.1,860,162541.3,430,0,0,0,0
dubia,North,2014,2014216,216,4-Aug-14,8/4/2014,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50023.7,36693.6,645,12255.1,215,0,0,215,0
dubia,North,2014,2014258,258,15-Sep-14,9/15/2014,14,11,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,193214.9,36120.3,0,152221.2,3153.4,0,1720,0,0
parvula,North,2014,2014230,230,18-Aug-14,8/18/2014,2,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573.3,101194.2,51313.8,0,48160.4,1146.7,0,573.3,0,0
parvula,North,2014,2014258,258,15-Sep-14,9/15/2014,17,10,7,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1720,193214.9,36120.3,0,152221.2,3153.4,0,1720,0,0
parvula,North,2014,2014272,272,29-Sep-14,9/29/2014,5,3,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,282512.3,73960.6,0,205971.7,2150,0,430,0,0
parvula,North,2014,2014300,300,27-Oct-14,10/27/2014,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860,279072.2,113520.9,0,163831.3,860,0,860,0,0
parvula,North,2014,2014315,315,11-Nov-14,11/11/2014,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,171571.4,7740.1,860,162541.3,430,0,0,0,0
