Host.Species,Lake,Year,Julian.Day,Julian,Date,Date2,Total,Uninfected.Adult,Uninfected.Juv,Uninfected.Males,Uninfected.Ephip,pasteuria.inf,metsch.inf,spiro.inf,brood.inf,larssonia.inf,spider.inf,gurleya.inf,caullerya.inf,micG.inf,coke.inf,pasteuria.prev,metsch.prev,spiro.prev,brood.prev,larssonia.prev,spider.prev,gurleya.prev,caullerya.prev,micG.prev,coke.prev,Host.Density,Total.Density,Dentifera.density,Pulicaria.density,Retrocurva.density,Ceriodaphnia.density,Dubia.density,Parvula.density,Ambigua.density,Mendotae.density
mendotae,Gosling,2016,2016271,271,NA,9/27/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,135307.7,29670.2,0,286.7,91590.7,0,13473.4,286.7,0
dubia,Gosling,2016,2016274,274,NA,9/30/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,114954.2,15050.1,0,0,97610.8,0,2150,143.3,0
mendotae,Gosling,2016,2016274,274,NA,9/30/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,114954.2,15050.1,0,0,97610.8,0,2150,143.3,0
dubia,Gosling,2016,2016277,277,NA,10/3/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,83420.6,13760.1,215,0,64070.5,0,4730,645,0
mendotae,Gosling,2016,2016277,277,NA,10/3/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,83420.6,13760.1,215,0,64070.5,0,4730,645,0
pulicaria,Gosling,2016,2016280,280,NA,10/6/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,119971,8815.1,0,0,106640.9,0,4515,0,0
retrocurva,Gosling,2016,2016280,280,NA,10/6/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,119971,8815.1,0,0,106640.9,0,4515,0,0
dubia,Gosling,2016,2016280,280,NA,10/6/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,119971,8815.1,0,0,106640.9,0,4515,0,0
mendotae,Gosling,2016,2016280,280,NA,10/6/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,119971,8815.1,0,0,106640.9,0,4515,0,0
pulicaria,Gosling,2016,2016283,283,NA,10/9/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,188556.5,25370.2,0,0,150071.2,0,11180.1,1935,0
dubia,Gosling,2016,2016283,283,NA,10/9/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,188556.5,25370.2,0,0,150071.2,0,11180.1,1935,0
mendotae,Gosling,2016,2016283,283,NA,10/9/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,188556.5,25370.2,0,0,150071.2,0,11180.1,1935,0
retrocurva,Gosling,2016,2016286,286,NA,10/12/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100764.2,24510.2,0,0,70090.6,0,5303.4,860,0
dubia,Gosling,2016,2016286,286,NA,10/12/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100764.2,24510.2,0,0,70090.6,0,5303.4,860,0
mendotae,Gosling,2016,2016286,286,NA,10/12/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100764.2,24510.2,0,0,70090.6,0,5303.4,860,0
retrocurva,Gosling,2016,2016289,289,NA,10/15/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368.6,43409.9,11753.4,0,368.6,28093.6,0,2948.6,245.7,0
dubia,Gosling,2016,2016289,289,NA,10/15/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43409.9,11753.4,0,368.6,28093.6,0,2948.6,245.7,0
mendotae,Gosling,2016,2016289,289,NA,10/15/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43409.9,11753.4,0,368.6,28093.6,0,2948.6,245.7,0
pulicaria,Gosling,2016,2016292,292,NA,10/18/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,76755.7,9245.1,215,430,57620.5,0,7310.1,1935,0
dubia,Gosling,2016,2016292,292,NA,10/18/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,76755.7,9245.1,215,430,57620.5,0,7310.1,1935,0
mendotae,Gosling,2016,2016292,292,NA,10/18/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,76755.7,9245.1,215,430,57620.5,0,7310.1,1935,0
dubia,Gosling,2016,2016295,295,NA,10/21/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,66363.8,17200.1,0,0,40850.3,0,8026.7,286.7,0
mendotae,Gosling,2016,2016295,295,NA,10/21/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,66363.8,17200.1,0,0,40850.3,0,8026.7,286.7,0
pulicaria,Gosling,2016,2016298,298,NA,10/24/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,49249.7,20353.5,516,0,24940.2,0,2752,688,0
dubia,Gosling,2016,2016298,298,NA,10/24/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,49249.7,20353.5,516,0,24940.2,0,2752,688,0
mendotae,Gosling,2016,2016298,298,NA,10/24/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,49249.7,20353.5,516,0,24940.2,0,2752,688,0
pulicaria,Gosling,2016,2016301,301,NA,10/27/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56473.9,21500.2,0,0,32680.3,0,1146.7,1146.7,0
dubia,Gosling,2016,2016301,301,NA,10/27/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56473.9,21500.2,0,0,32680.3,0,1146.7,1146.7,0
mendotae,Gosling,2016,2016301,301,NA,10/27/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56473.9,21500.2,0,0,32680.3,0,1146.7,1146.7,0
retrocurva,Gosling,2016,2016304,304,NA,10/30/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.5,19350.1,4945,0,107.5,12255.1,0,1827.5,215,0
dubia,Gosling,2016,2016304,304,NA,10/30/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19350.1,4945,0,107.5,12255.1,0,1827.5,215,0
mendotae,Gosling,2016,2016304,304,NA,10/30/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19350.1,4945,0,107.5,12255.1,0,1827.5,215,0
pulicaria,Gosling,2016,2016307,307,NA,11/2/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24295.2,8385.1,0,0,12685.1,0,3225,0,0
dubia,Gosling,2016,2016307,307,NA,11/2/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24295.2,8385.1,0,0,12685.1,0,3225,0,0
mendotae,Gosling,2016,2016307,307,NA,11/2/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24295.2,8385.1,0,0,12685.1,0,3225,0,0
dubia,Gosling,2016,2016310,310,NA,11/5/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22145.2,7095.1,0,430,12900.1,0,1290,430,0
mendotae,Gosling,2016,2016310,310,NA,11/5/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22145.2,7095.1,0,430,12900.1,0,1290,430,0
pulicaria,Gosling,2016,2016313,313,NA,11/8/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13186.7,5590,0,143.3,5303.4,0,1720,430,0
dubia,Gosling,2016,2016313,313,NA,11/8/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13186.7,5590,0,143.3,5303.4,0,1720,430,0
mendotae,Gosling,2016,2016313,313,NA,11/8/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13186.7,5590,0,143.3,5303.4,0,1720,430,0
pulicaria,Gosling,2016,2016316,316,NA,11/11/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8886.7,3010,0,0,3440,0,2293.4,143.3,0
dubia,Gosling,2016,2016316,316,NA,11/11/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8886.7,3010,0,0,3440,0,2293.4,143.3,0
mendotae,Gosling,2016,2016316,316,NA,11/11/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8886.7,3010,0,0,3440,0,2293.4,143.3,0
dubia,LittleAppleton,2016,2016216,216,NA,8/3/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,86000.7,81270.7,0,1505,3010,215,0,0,0
ambigua,LittleAppleton,2016,2016216,216,NA,8/3/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,86000.7,81270.7,0,1505,3010,215,0,0,0
mendotae,LittleAppleton,2016,2016216,216,NA,8/3/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,86000.7,81270.7,0,1505,3010,215,0,0,0
pulicaria,LittleAppleton,2016,2016228,228,NA,8/15/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,64930.5,62135.5,0,215,2580,0,0,0,0
dubia,LittleAppleton,2016,2016228,228,NA,8/15/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,64930.5,62135.5,0,215,2580,0,0,0,0
parvula,LittleAppleton,2016,2016228,228,NA,8/15/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,64930.5,62135.5,0,215,2580,0,0,0,0
mendotae,LittleAppleton,2016,2016228,228,NA,8/15/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,64930.5,62135.5,0,215,2580,0,0,0,0
pulicaria,LittleAppleton,2016,2016243,243,NA,8/30/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37625.3,36335.3,0,430,860,0,0,0,0
dubia,LittleAppleton,2016,2016243,243,NA,8/30/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37625.3,36335.3,0,430,860,0,0,0,0
parvula,LittleAppleton,2016,2016243,243,NA,8/30/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37625.3,36335.3,0,430,860,0,0,0,0
ambigua,LittleAppleton,2016,2016243,243,NA,8/30/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37625.3,36335.3,0,430,860,0,0,0,0
mendotae,LittleAppleton,2016,2016243,243,NA,8/30/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37625.3,36335.3,0,430,860,0,0,0,0
pulicaria,LittleAppleton,2016,2016257,257,NA,9/13/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,55327.2,49092.1,0,161.3,6020,0,53.8,0,0
mendotae,LittleAppleton,2016,2016257,257,NA,9/13/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,55327.2,49092.1,0,161.3,6020,0,53.8,0,0
pulicaria,LittleAppleton,2016,2016270,270,NA,9/26/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,36645.9,20783.5,0,0,15766.8,95.6,0,0,0
parvula,LittleAppleton,2016,2016270,270,NA,9/26/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,36645.9,20783.5,0,0,15766.8,95.6,0,0,0
ambigua,LittleAppleton,2016,2016270,270,NA,9/26/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,36645.9,20783.5,0,0,15766.8,95.6,0,0,0
mendotae,LittleAppleton,2016,2016270,270,NA,9/26/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,36645.9,20783.5,0,0,15766.8,95.6,0,0,0
pulicaria,LittleAppleton,2016,2016284,284,NA,10/10/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,66435.5,37625.3,0,0,28810.2,0,0,0,0
dubia,LittleAppleton,2016,2016284,284,NA,10/10/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,66435.5,37625.3,0,0,28810.2,0,0,0,0
ambigua,LittleAppleton,2016,2016284,284,NA,10/10/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,66435.5,37625.3,0,0,28810.2,0,0,0,0
mendotae,LittleAppleton,2016,2016284,284,NA,10/10/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,66435.5,37625.3,0,0,28810.2,0,0,0,0
pulicaria,LittleAppleton,2016,2016300,300,NA,10/26/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,85140.7,75465.6,0,0,9675.1,0,0,0,0
dubia,LittleAppleton,2016,2016300,300,NA,10/26/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,85140.7,75465.6,0,0,9675.1,0,0,0,0
parvula,LittleAppleton,2016,2016300,300,NA,10/26/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,85140.7,75465.6,0,0,9675.1,0,0,0,0
ambigua,LittleAppleton,2016,2016300,300,NA,10/26/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,85140.7,75465.6,0,0,9675.1,0,0,0,0
mendotae,LittleAppleton,2016,2016300,300,NA,10/26/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,85140.7,75465.6,0,0,9675.1,0,0,0,0
pulicaria,LittleAppleton,2016,2016312,312,NA,11/7/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23650.2,22360.2,0,0,1290,0,0,0,0
retrocurva,LittleAppleton,2016,2016312,312,NA,11/7/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23650.2,22360.2,0,0,1290,0,0,0,0
dubia,LittleAppleton,2016,2016312,312,NA,11/7/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23650.2,22360.2,0,0,1290,0,0,0,0
parvula,LittleAppleton,2016,2016312,312,NA,11/7/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23650.2,22360.2,0,0,1290,0,0,0,0
ambigua,LittleAppleton,2016,2016312,312,NA,11/7/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23650.2,22360.2,0,0,1290,0,0,0,0
mendotae,LittleAppleton,2016,2016312,312,NA,11/7/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23650.2,22360.2,0,0,1290,0,0,0,0
dubia,Mill,2016,2016202,202,NA,7/20/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,96535.7,4730,0,81700.7,5805,0,3655,645,0
mendotae,Mill,2016,2016202,202,NA,7/20/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,96535.7,4730,0,81700.7,5805,0,3655,645,0
pulicaria,Mill,2016,2016215,215,NA,8/2/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30659.2,1204,0,28595.2,344,0,344,0,0
dubia,Mill,2016,2016215,215,NA,8/2/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30659.2,1204,0,28595.2,344,0,344,0,0
ambigua,Mill,2016,2016215,215,NA,8/2/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30659.2,1204,0,28595.2,344,0,344,0,0
mendotae,Mill,2016,2016215,215,NA,8/2/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30659.2,1204,0,28595.2,344,0,344,0,0
dubia,Mill,2016,2016230,230,NA,8/17/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,96750.7,13760.1,0,78690.6,3440,0,860,0,0
mendotae,Mill,2016,2016230,230,NA,8/17/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,96750.7,13760.1,0,78690.6,3440,0,860,0,0
pulicaria,Mill,2016,2016242,242,NA,8/29/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.7,57333.9,22360.2,286.7,33540.3,286.7,0,573.3,286.7,0
dubia,Mill,2016,2016242,242,NA,8/29/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57333.9,22360.2,286.7,33540.3,286.7,0,573.3,286.7,0
mendotae,Mill,2016,2016242,242,NA,8/29/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57333.9,22360.2,286.7,33540.3,286.7,0,573.3,286.7,0
pulicaria,Mill,2016,2016258,258,NA,9/14/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23220.2,16512.1,0,6192.1,344,0,172,0,0
dubia,Mill,2016,2016258,258,NA,9/14/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23220.2,16512.1,0,6192.1,344,0,172,0,0
mendotae,Mill,2016,2016258,258,NA,9/14/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23220.2,16512.1,0,6192.1,344,0,172,0,0
pulicaria,Mill,2016,2016272,272,NA,9/28/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,64070.5,12470.1,0,51170.4,430,0,0,0,0
dubia,Mill,2016,2016272,272,NA,9/28/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,64070.5,12470.1,0,51170.4,430,0,0,0,0
parvula,Mill,2016,2016272,272,NA,9/28/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,64070.5,12470.1,0,51170.4,430,0,0,0,0
ambigua,Mill,2016,2016272,272,NA,9/28/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,64070.5,12470.1,0,51170.4,430,0,0,0,0
mendotae,Mill,2016,2016272,272,NA,9/28/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,64070.5,12470.1,0,51170.4,430,0,0,0,0
pulicaria,Mill,2016,2016288,288,NA,10/14/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,46010.4,10105.1,0,35690.3,215,0,0,0,0
dubia,Mill,2016,2016288,288,NA,10/14/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,46010.4,10105.1,0,35690.3,215,0,0,0,0
parvula,Mill,2016,2016288,288,NA,10/14/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,46010.4,10105.1,0,35690.3,215,0,0,0,0
ambigua,Mill,2016,2016288,288,NA,10/14/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,46010.4,10105.1,0,35690.3,215,0,0,0,0
mendotae,Mill,2016,2016288,288,NA,10/14/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,46010.4,10105.1,0,35690.3,215,0,0,0,0
pulicaria,Mill,2016,2016299,299,NA,10/25/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23614.4,2687.5,0,20640.2,286.7,0,0,0,0
dubia,Mill,2016,2016299,299,NA,10/25/2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23614.4,2687.5,0,20640.2,286.7,0,0,0,0
