(Intercept),mean.Aug.dentifera.density_z,mean.Aug.pulicaria.density_z,mean.Aug.retrocurva.density_z,mean.Aug.richness_z,df,logLik,AICc,delta,weight
0.717627231675996,0.247244372903938,NA,NA,NA,5,-62.7544909394419,130.879133285332,0,0.376239338737966
0.717424019461741,0.242207488671326,-0.0304281607642426,NA,NA,6,-64.1429651059698,133.307718992802,2.42858570747063,0.111712949044784
0.718226969667397,0.243511938575283,NA,NA,0.0191747517777353,6,-64.1987304365886,133.377426384151,2.498293098819,0.10788641175789
0.718746719731904,0.236145383368562,NA,-0.0208941248168803,NA,6,-64.1375412656153,133.461385059069,2.582251773737,0.103451157510741
0.730558670328945,NA,NA,NA,NA,4,-63.9355670013837,134.045893426553,3.16676014122149,0.077234435206029
